"siteID","sampleID","collectDate","ANC","Mg","NO2 - N","TPC","Si","Mn","HCO3","DOC","TN","Cl","UV Absorbance (280 nm)","conductivity","Ca","Br","TDP","TOC","NH4 - N","DIC","TPN","TP","TDN","Ortho - P","pH","CO3","F","NO3+NO2 - N","K","UV Absorbance (250 nm)","Fe","Na","TSS - Dry Mass","SO4","TDS","TSS"
"POSE","POSE.SS.20180123",2018-01-23 13:55:00,0.35,2.701,0.0152,0.4241,0.31,5e-04,18.98,2.989,0.8135,8.45,0.1074,81.23,9.367,0.005,0.004,2.83,0.0821,7.075,0.1068,0.005,0.7995,0.071,7.49,0.005,0.005,0.5809,0.44,0.1499,0.125,2.653,200,7.31,85.6,4
"POSE","POSE.SS.20180206",2018-02-06 13:49:00,0.72,3.44,0.0131,0.2904,9.37,5e-04,40.67,1.663,0.5525,5.27,0.0398,113.5,9.668,0.005,0.004,1.758,0.1014,8.49,0.1045,0.005,0.5415,0.016,7.21,0.005,0.005,0.4506,0.323,0.059,0.016,4.2,0,6.89,78.9,0
"POSE","POSE.SS.20180213",2018-02-13 13:55:00,0.85,3.323,0.0142,0.2964,8.96,5e-04,39.75,1.74,0.4318,4.31,0.0379,106.2,9.265,0.005,0.001,1.758,0.094,9.181,0.0241,0.002,0.4163,0.035,7.56,0.005,0.005,0.3937,0.276,0.053,0.011,3.898,200,6.9,75.2,4
"POSE","POSE.SS.20180227",2018-02-27 14:04:00,0.72,3.234,0.0146,0.2807,8.63,5e-04,40.28,1.726,0.3684,0.98,0.0445,107.3,9.096,0.005,0.001,1.628,0,8.733,0.072,0.003,0.3823,0.012,7.07,0.005,1.39,0.2695,0.248,0.0629,0.001,3.854,200,6.66,76.3,4
"POSE","POSE.SS.20180417",2018-04-17 12:36:00,0.41,3.021,0.036,0.3873,8.7081,5e-04,18.99,2.426,0.5587,10.0218,0.0017,96.21,9.5234,0.005,0.0297,2.497,0.0105,7.672,0.0303,0.0309,0.5228,0.034,6.76,0.005,0.005,0.3693,0.2492,0.0049,0.0127,0.5899,400,7.3336,68.4,8
"POSE","POSE.SS.20180424",2018-04-24 12:59:00,0.82,3.8755,0.0136,0.4359,8.2883,5e-04,42.15,2.054,0.2482,3.6914,0.0439,113.1,11.9735,0.005,0.0129,1.723,0.0111,10.24,0.1315,0.0312,0.25,0.063,7,0.005,0.005,0.1148,0.2433,0.0661,5e-04,0.028,300,6.9192,81.8,6
"POSE","POSE.SS.20180501",2018-05-01 13:00:00,0.527,3.5216,0.015,0.4402,7.9703,5e-04,22.69,1.885,0.3562,10.4543,0,96.89,10.8648,0.005,5e-04,1.487,0.0176,9.579,NA,0.006,0.3581,0.019,7.75,0.005,0.005,0.0586,0.1221,0,5e-04,2.098,100,7.7011,68.97,2
"POSE","POSE.SS.20180508",2018-05-08 12:48:00,0.841,4.0372,0.0154,0.4405,9.5613,5e-04,49.01,2.025,0.481,2.2591,0.0442,109.7,13.1369,0.005,5e-04,1.993,0.02,11.48,0.0971,0.002,0.466,0.029,7.61,0.005,0.005,0.15,0.1916,0.0656,5e-04,2.67,200,6.4416,77.64,4
"POSE","POSE.SS.20180522",2018-05-22 12:52:00,0.231,3.336,0.0147,0.5873,10.462,5e-04,14.01,1.652,0.5206,15.72,0.0498,89.96,10.7958,0.04,0.0064,1.489,0.0262,9.377,0.1532,0.0843,0.5263,0.028,7.25,0.005,1.5486,0.2995,0.1755,0.0726,5e-04,2.699,400,8.1252,63.14,8
"POSE","POSE.SS.20180605",2018-06-05 14:09:00,0.48,3.89,0.0141,0.3255,11.45,5e-04,28.12,1.959,0.4653,1.2004,0.0478,89.25,9.574,0.005,5e-04,2.164,0.0051,8.208,0.0749,0.042,0.4628,0.016,7.54,0.005,1.1865,0.3674,0.207,0.0661,5e-04,1.847,400,6.9,62.89,8
"POSE","POSE.SS.20180612",2018-06-12 12:45:00,0.97,4.948,0.0159,0.3857,13.3041,5e-04,57.63,1.697,0.5122,1.4455,0.0337,111.42,11.474,0.005,0.0087,1.56,0.0177,10.2,0.1574,0.0204,0.5216,0.033,7.28,0.005,0.005,0.4663,0.129,0.0539,5e-04,2.636,400,5.784,77.994,8
"POSE","POSE.SS.20180807",2018-08-07 13:02:00,1.18,5.152,0.0255,0.5004,12.1664,5e-04,62.0291,1.707,0.6334,3.6451,0.0338,110.54,11.9396,0.005,0.0254,1.571,0.0259,10.56,0.154,0.032,0.6102,0.021,7.66,0.005,0.005,0.5272,0.292,0.05,5e-04,2.914,400,6.894,78.23,8
"POSE","POSE.SS.20180820",2018-08-20 12:58:00,1.21,5.993,0.0287,0.6561,13.2968,5e-04,59.78,2.125,0.5399,4.55,0.0459,123.69,12.2847,0.005,0.0132,2.58,0,11.81,0.1255,0.067,0.4868,0.022,7.69,0.005,0.005,0.4041,5e-04,0.0678,5e-04,3.11,900,5.148,87.21,18
"POSE","POSE.SS.20180918",2018-09-18 13:04:00,0.92,5.413,0.0217,0.688,12.235,5e-04,53.05,2.377,0.6503,3.6,0.0547,122.15,12.6138,0.005,0.0216,2.747,0.0082,11.6,0.0905,0.025,0.6057,0.083,7.69,0.005,2.93,0.4453,0.468,0.0821,5e-04,3.206,900,5.157,87.54,18
"POSE","POSE.SS.20181002",2018-10-02 13:24:00,0.902,5.664,0.0245,0.5893,13.9749,5e-04,54.56,1.697,0.8334,3.84,0.0282,111.5,12.9345,0.005,0.051,2.025,0.019,10.59,0.0939,0.0649,0.7584,0.044,7.76,0.005,2.93,0.6262,0.384,0.0449,5e-04,3.37,400,6.459,79.24,8
"POSE","POSE.SS.20181009",2018-10-09 12:52:00,1.18,6.081,0.0236,0.5212,14.2095,5e-04,66.12,1.937,0.7325,6.35,0.0413,139.52,13.8628,0.005,5e-04,2.215,0.0782,12.71,0.0611,0.2068,0.6929,0,7.62,0.005,0.005,0.5602,0.409,0.0595,5e-04,3.644,600,4.95,98.54,12
"POSE","POSE.SS.20181106",2018-11-06 14:20:00,3.01,34.58,0.0519,0.4886,6.0499,5e-04,180.21,2.792,0.7275,4.76,0.0653,672.53,65.2612,0.005,0.0303,3.029,0.0341,10.55,0.1218,0.0689,0.6658,0.04,7.59,0.005,0.005,0.4431,5e-04,0.0898,0,13.21,700,173.34,471.28,14
"POSE","POSE.SS.20181127",2018-11-27 14:23:00,0.85,0.662,0.0524,0.3774,29.92,5e-04,42.94,1.372,0.8608,0.41,0.0247,78.24,14.662,0.005,0.023,1.409,0.036,8.978,0.1302,0.0342,0.873,0.025,7.76,0.005,1.46,0.8713,5e-04,0.0337,0.018,0.21,600,0.22,55.24,12
"POSE","POSE.SS.20181204",2018-12-04 14:25:00,0.93,5.016,0.0534,0.3951,10.58,5e-04,52.39,1.085,0.7483,2.48,0.0182,105.69,10.206,0.005,0.014,1.079,0.0429,9.49,0.1658,0.047,0.7726,1.147,7.62,0.005,0.005,0.8397,5e-04,0.0299,5e-04,2.641,200,6.2,74.99,4
"POSE","POSE.SS.20181211",2018-12-11 13:55:00,0.89,5.189,0.0529,0.3038,10.5,5e-04,39.67,1.104,0.8357,6.83,0.0136,108.11,10.421,0.005,0.019,0.9147,0.027,9.758,0.0915,0.073,0.8781,0.166,7.67,0.005,2.42,0.9347,5e-04,0.0196,5e-04,2.685,100,5.79,76.65,2
"POSE","POSE.SS.20190212",2019-02-12 14:40:00,0.75,3.823,0.0579,0.4402,9.5342,5e-04,44.69,1.725,0.9443,2.5784,0.0377,95.63,10.1111,0.005,0.0159,2.489,0.0631,8.192,0.1069,0.1107,0.9683,0.126,7.84,0.005,0.28,0.7651,0.276,0.0542,0.0716,2.637,600,5.55,67.39,12
"POSE","POSE.SS.20190219",2019-02-19 13:51:00,0.72,4.055,0.0575,0.3834,10.2159,5e-04,39.47,1.078,0.9237,4.13,0.0173,101.37,10.6591,0.005,0.0027,1.232,0.0552,10.06,0.1086,0.384,0.9012,0,7.81,0.005,1.63,0.8106,0.301,0.0247,0.0014,2.834,500,6.495,69.41,10
"POSE","POSE.SS.20190226",2019-02-26 15:04:00,0.76,3.528,0.0399,0.4078,9.9608,5e-04,41.63,1.148,1.004,0.95,0.0374,88.63,9.3041,0.005,0.0163,1.23,0.0742,7.77,0.1012,0.348,1.017,0.056,7.69,0.005,0.41,0.9101,0.254,0.0442,0.0681,2.529,400,7.431,63.24,8
"POSE","POSE.SS.20190304",2019-03-04 14:00:00,0.75,3.635,0,0.4706,9.9394,5e-04,38.92,1.31,0.8739,5.67,0.0248,92.43,9.8989,0.005,5e-04,2.322,0.0861,7.826,0.0773,0.261,0.8512,0.014,7.78,0.005,0.005,0.8195,0.249,0.0257,0.0056,2.531,500,6.927,421.73,10
"POSE","POSE.SS.20190312",2019-03-12 13:21:00,0.86,3.779,0,0.4454,9.9943,5e-04,45.21,0.8567,0.8739,3.3486,0.0139,99.61,10.7925,0.005,5e-04,0.8616,0.077,8.851,0.0744,0.18,0.8892,0.042,7.66,0.005,0.005,0.8419,0.211,0.0214,5e-04,2.869,100,6.303,68.54,2
"POSE","POSE.SS.20190325",2019-03-25 13:32:00,0.72,3.756,0,0.594,10.675,5e-04,40.18,1.182,0.869,4.9399,0.0238,98.64,10.2048,0.005,0.0119,1.292,0.0822,8.804,0.1013,0.066,0.8679,0.036,7.11,0.005,0.005,0.8417,0.201,0.0335,5e-04,3.313,400,7.395,70.89,8
"POSE","POSE.SS.20190402",2019-04-02 12:48:00,0.95,4.042,0,0.4381,10.9181,5e-04,46.19,1.03,0.8365,5.2698,0.0294,103.69,10.6661,0.005,0.0119,1.033,5e-04,9.923,0.2036,0.42,0.8532,0.037,7.52,0.005,0.005,0.8763,0.197,0.0386,0.0435,3.492,200,6.234,73.58,4
"POSE","POSE.SS.20190423",2019-04-23 12:51:00,0.86,4.159,0,0.5961,11.1225,5e-04,44.63,1.259,0.6396,4.7308,0.0255,107.28,10.8685,0.005,0.0119,1.423,0.0374,9.33,0.1786,0.1179,0.6511,0.033,7.63,0.005,0.005,0.66,0.23,0.0372,5e-04,3.864,1600,7.146,74.69,32
"POSE","POSE.SS.20190430",2019-04-30 12:42:00,0.81,4.537,0,0.5865,11.1107,0.01,45.69,1.342,0.6353,4.9843,0.0374,113.67,11.3148,0.005,0.0134,1.541,0.3761,10.18,0.1825,0.1023,0.6075,0.033,7.47,0.005,2.1478,0.6633,0.208,0.0483,0.0203,3.941,800,5.91,81.28,16
"POSE","POSE.SS.20190514",2019-05-14 13:08:00,0.92,4.01,0,0.7506,11.1082,5e-04,46.14,1.802,0.6256,2.2402,0.0303,98.14,10.392,0.005,0.0162,2.048,0.0028,10.08,0.1302,0.1978,0.6211,0.036,7.63,0.005,0.005,0.5423,0.232,0.043,5e-04,2.656,1300,6.396,69.18,26
"POSE","POSE.SS.20190521",2019-05-21 13:00:00,0.31,4.21,0,0.7162,11.6248,0.004,16.97,1.446,0.6754,0.9976,0.032,104.25,11.1482,0.15,0.011,2.084,0.041,15.59,0.1176,0.3145,0.5713,0.034,7.67,0.005,0.005,0.5546,0.223,0.0466,5e-04,2.773,1600,34.8744,73.08,32
"POSE","POSE.SS.20190730",2019-07-30 13:22:00,1.19,5.154,0,0.6028,18.9792,0.001,69.17,2.022,0.4788,5.5563,0.0677,134.99,15.7513,0.005,0.0253,2.694,0.0329,15.96,0.1313,0.3266,0.4428,0.041,7.5,0.005,0.005,0.3563,0.356,0.1044,0.0039,3.005,1600,3.399,93.88,32
"POSE","POSE.SS.20190806",2019-08-06 13:15:00,1.08,5.149,0.001,0.9521,18.83,0.001,65.29,2.001,0.3442,5.88,0.0515,134.6,14.428,0.005,0.042,2.278,0.0035,16.4,0.2079,0.119,0.3588,0.045,7.63,0.005,0.005,0.3199,0.325,0.0809,0.006,2.906,1500,NA,93.4,30
"POSE","POSE.SS.20190820",2019-08-20 12:57:00,1.39,5.646,0,0.9093,21.85,5e-04,79.45,2.219,0.4335,0.78,0.061,137.7,15.893,0.005,0.031,2.544,0.0229,16.39,0.1829,0.154,0.4105,0.013,7.81,0.005,2.78,0.2977,0.445,0.0932,0.002,4.234,1700,NA,97.6,34
"POSE","POSE.SS.20190924",2019-09-24 13:02:00,NA,NA,0,0.4626,NA,NA,NA,2.471,0.2029,NA,0.0536,NA,NA,NA,NA,2.461,0.0257,18.47,0.1349,NA,0.2084,0.05,NA,NA,NA,0.0963,NA,0.0748,NA,NA,NA,NA,NA,NA
"POSE","POSE.SS.20191008",2019-10-09 00:53:00,NA,NA,NA,0.5295,NA,NA,NA,2.657,0.143,NA,0.0209,NA,NA,NA,NA,2.516,NA,18.03,0.0601,NA,0.1782,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"POSE","POSE.SS.20191015",2019-10-15 12:30:00,NA,NA,NA,2.5981,NA,NA,NA,1.912,0.1879,NA,0.0432,NA,NA,NA,NA,1.959,NA,17.93,0.2254,NA,0.2183,NA,NA,NA,NA,NA,NA,0.0626,NA,NA,NA,NA,NA,NA
"POSE","POSE.SS.20191105",2019-11-05 13:43:00,NA,NA,NA,NA,NA,NA,NA,2.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSE","POSE.SS.20191119",2019-11-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,1.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.07,NA,NA,0.2127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSE","POSE.SS.20191203",2019-12-03 13:30:00,NA,NA,NA,NA,NA,NA,NA,1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.45,NA,NA,0.2239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSE","POSE.SS.20191210",2019-12-10 13:37:00,NA,NA,NA,NA,NA,NA,NA,1.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.97,NA,NA,0.2512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE","CUPE.SS.20170516",2017-05-16 12:10:00,2.895,31.747,0.008,0.3022,17.542,0,168.999,1.102,0.3133,6.6248,0.0279,305.42,5.1289,0.005,0.0035,0.7989,0.007,36.32,0.0543,0.005,0.3209,0.011,8.26,0,0.3085,0.251,0.2178,0.0379,9e-04,3.5043,200,3.8556,215.69,8
"CUPE","CUPE.SS.20170523",2017-05-23 11:27:00,2.83,32.199,0.007,0.2441,17.16,5e-04,168.96,1.079,0.3403,6.86,0.0253,308.5,5.211,0.005,0.008,0.8108,0.032,35.59,0.0448,0.009,0.3916,0.011,8.13,0,0.005,0.259,0.103,0.0338,5e-04,3.415,0,3.68,216.9,0
"CUPE","CUPE.SS.20180417",2018-04-17 11:29:00,3.25,33.4248,0.0133,0.2634,15.5036,5e-04,191.25,1.098,0.4278,13.0316,0.0071,345.8,6.3836,0.005,0.0225,1.046,0,NA,0.1014,0.0266,0.4203,0.031,7.96,0.005,0.005,0.316,0.153,0.0099,5e-04,1.8492,0,4.1119,243.6,0
"CUPE","CUPE.SS.20180425",2018-04-25 11:27:00,1.96,NA,0.0134,0.2692,NA,NA,NA,1.675,0.1646,NA,0.052,244.9,NA,NA,NA,1.923,6e-04,25.27,0.1113,0.0309,0.7374,0.063,7.53,0.005,NA,0.6298,NA,0.0728,NA,NA,100,NA,NA,2
"CUPE","CUPE.SS.20180515",2018-05-15 11:23:00,2.963,31.9979,0.0157,0.2686,15.1309,5e-04,175.42,0.6445,0.5461,0.15,0.0145,290.7,5.9716,0.005,0.0017,0.6293,0.0073,37.79,0.1045,0.0455,0.5638,0.037,8.06,0.005,0.005,0.3753,0.0898,0.0182,5e-04,3.002,0,3.8791,205.69,0
"CUPE","CUPE.SS.20180524",2018-05-24 11:44:00,0.428,2.934,0.0123,0.2641,0.527,0.0234,21.01,1.168,0.6553,10.26,0.035,275.2,7.562,0.005,0.0158,0.9277,0,34.86,0.1089,0.03,0.6746,0.037,8.16,0.005,0.005,0.4778,0.4136,0.043,0.1719,2.984,0,0.41,193.21,0
"CUPE","CUPE.SS.20190304",2019-03-04 11:25:00,3.85,37.23,0.0391,0.3101,16.6643,5e-04,199.25,0.6173,0.3879,5.635,0.1049,356.28,6.0997,0.005,0.0111,0.5653,0.0469,39.31,0.0811,0.002,0.3591,0.022,8.31,0.005,1.2474,0.293,0.141,0.1499,5e-04,3.391,300,3.81,253.41,6
"CUPE","CUPE.SS.20190312",2019-03-12 11:31:00,3.56,34.57,0.0391,0.292,16.29,5e-04,181.15,0.9943,0.3872,9.5714,0.0114,332.01,6.1305,0.005,0.0127,0.7665,0.053,38.73,0.0945,0.015,0.3801,0.035,8.28,0.005,0.005,0.3008,0.127,0.016,5e-04,3.428,0,3.774,233.47,0
"CUPE","CUPE.SS.20190409",2019-04-09 11:48:00,3.58,36.05,0,0.2897,17.5657,5e-04,205.19,0.9311,0.4034,1.3073,0.0109,348.62,6.117,0.005,0.006,0.7569,0.0186,37.87,0.0972,0.177,0.4056,0.031,8.23,0.005,0.005,0.3156,0.09,0.0168,5e-04,3.799,0,4.077,243.51,0
"CUPE","CUPE.SS.20190429",2019-04-29 11:21:00,3.69,34.15,0,0.3281,17.0434,5e-04,176.83,1.19,0.4019,9.5952,0.0165,328.98,5.4667,0.005,0.0075,1.212,0.0276,38.14,0.1202,0.0449,0.4431,0.033,8.24,0.005,0.005,0.3711,0.111,0.0236,5e-04,3.825,100,3.57,229.17,2
"CUPE","CUPE.SS.20190604",2019-06-04 11:43:00,2.98,35.64,0,0.287,15.6107,5e-04,176.15,0.9391,0.3845,8.8831,0.0221,341.25,5.5949,0.14,5e-04,0.9821,0.0482,36.79,0.1187,0.1272,0.3958,0.032,8.04,0.005,2.9306,0.2937,0.026,0.0292,5e-04,3.125,100,3.777,239.45,2
"CUPE","CUPE.SS.20190624",2019-06-24 11:27:00,3.25,35.28,0,0.2813,17.5758,5e-04,185.47,0.6717,0.3425,9.2068,0.0325,340.99,6.2555,0.005,0.017,0.6735,0.0443,38.03,0.1342,0.115,0.3491,0.027,8.29,0.005,0.005,0.3295,0.117,0.0396,5e-04,3.549,200,5.64,239.84,4
"GUIL","GUIL.SS.20170124",2017-01-24 12:35:00,2.357,6.5706,0.016,0.3052,11.1851,0.0141,134.14,1.058,0.5626,0.6004,0.032,245.6,28.2607,5e-04,0.002,0.9917,0.246,23.97,0.0765,0.006,0.5926,0.032,7.99,0.005,0.099,0.507,0.9278,0.0417,0.0919,8.6021,100,4.6994,172.35,4
"GUIL","GUIL.SS.20170214",2017-02-14 11:54:00,NA,4.0814,0.017,0.347,7.9906,0.0071,67.89,3.336,NA,7.0684,0.0843,152.4,17.504,5e-04,0.001,NA,0.081,14.57,0.1073,NA,0.6582,0.04,7.83,0.005,0.109,0.589,0.8977,0.1141,0.0084,5.2221,NA,4.2617,107.69,NA
"GUIL","GUIL.SS.20170228",2017-02-28 12:25:00,1.927,6.2622,0.014,0.3283,10.76,0.0071,113.58,0.843,0.5518,7.3076,0.0139,223.65,27.3685,0.005,0.0365,0.7763,0.042,24.67,0.0818,0.0406,0.5682,0.035,7.87,0.005,0.005,0.515,0.8969,0.0218,5e-04,7.6133,0,4.7829,157.63,0
"GUIL","GUIL.SS.20170328",2017-03-28 12:05:00,1.793,5.4847,0.009,0.2583,11.1913,0.0054,103.564,1.268,NA,6.7844,0.0415,202.69,24.1325,0.005,0.0225,NA,0,22.05,0.1139,0.033,0.4967,0.028,7.97,0.005,0.005,0.427,0.5902,0.0549,0.028,7.6778,NA,4.7832,145.62,NA
"GUIL","GUIL.SS.20170612",2017-06-12 13:03:00,2.24,6.94,0.006,0.2616,12.2,5e-04,135.21,1.294,0.474,6.85,0.0267,258.8,32.077,0.005,0.011,0.9509,0.013,24.4,0.0524,0.015,0.4791,0.008,7.81,0,0.005,0.363,0.873,0.035,5e-04,8.471,0,5.04,182.2,0
"GUIL","GUIL.SS.20170627",2017-06-27 11:57:00,2.27,6.5265,0.004,0.2976,10.822,0.0116,133.28,1.167,0.8067,6.0297,0.0192,273.6,30.457,0.005,0.0297,0.4177,0.066,25.15,0.0444,0.0113,0.4272,0.033,8.02,0,0.005,0.342,0.9485,0.0315,5e-04,8.5661,100,4.8269,192.5,1
"GUIL","GUIL.SS.20170719",2017-07-19 11:39:00,2.21,6.4189,0,0.4529,11.528,0.002,123.8,1.345,0.5178,6.6022,0.0219,266.5,28.844,0.005,5e-04,1.031,0.059,23.76,0.1104,0.0843,0.4975,0.029,7.99,0,0.2139,0.448,0.9234,0.0304,0.0062,8.3178,400,4.8725,165.21,4
"GUIL","GUIL.SS.20170724",2017-07-24 13:04:00,2.06,6.1435,0.0105,0.3632,10.982,0.0107,117.76,1.185,NA,6.1731,0.042,251.9,27.212,0.005,0.002,NA,0.0343,22.46,0.0043,0.003,0.4398,0.039,8.23,0,0.005,0.3827,0.9044,0.0422,5e-04,7.71,400,4.7103,152.41,4
"GUIL","GUIL.SS.20170829",2017-08-29 12:23:00,2.37,6.8966,0.0032,0.315,3.8077,0.0025,136.51,1.786,0.5226,5.3644,0.0578,251.3,30.97,0.005,0.0424,1.773,0.0425,18.98,0.0356,0.059,0.4608,0.031,8.1,0,0.005,0.406,1.4063,0.0779,0.0554,7.8219,100,4.2596,176.4,2
"GUIL","GUIL.SS.20170918",2017-09-18 12:55:00,2.193,6.4651,0.056,0.275,10.056,0.0264,127.54,1.057,0,6.2528,0.0226,239.7,29.685,0.005,0.0162,0.8184,0.0997,22.29,0.0375,0.017,0.3162,0.016,7.93,0,0.005,0.4088,1.2294,0.0337,0.014,7.2243,100,4.4177,167.8,2
"GUIL","GUIL.SS.20171113",2017-11-13 12:25:00,1.56,6.791,0.0182,0.2736,0.38,5e-04,91.15,0.9353,0.7105,19.32,0.0245,242.9,29.188,0.005,0.016,0.6945,0.1539,23.66,0.0077,0.018,0.6501,0.015,7.79,0.005,0.005,0.0232,0.864,0.0289,5e-04,6.3814,100,12.0049,171.4,2
"GUIL","GUIL.SS.20171121",2017-11-21 12:05:00,2.12,5.953,0.0098,0.3082,0.37,5e-04,122.52,1.298,1.073,2.9,0.0309,210.3,26.715,0.005,0.026,1.228,0.1312,20.47,0.0665,0.028,1.055,0.019,8.03,0.005,0.005,1.2164,0.956,0.0445,5e-04,5.5118,100,1.3,148.4,2
"GUIL","GUIL.SS.20171128",2017-11-28 12:10:00,1.86,6.779,0.0156,0.2792,0.39,5e-04,109.67,1.011,0.6886,11.33,0.0216,238.6,29.596,0.005,0.022,1.014,0.1194,23.25,0.0747,0.023,0.4571,0.014,7.91,0.005,2.2185,0.6836,0.807,0.0303,5e-04,6.4441,0,6.2464,168.7,0
"GUIL","GUIL.SS.20171212",2017-12-12 13:08:00,2.157,6.797,0.0534,0.307,0.322,5e-04,124.56,1.186,0.4002,1.25,0.0185,249.4,29.631,0.005,0.024,0.8436,0.1998,23.6,0.0844,0.028,0.3281,0.016,8.12,0.005,1.04,0.5312,1.236,0.0282,5e-04,6.448,200,12.37,168.7,4
"GUIL","GUIL.SS.20180123",2018-01-23 12:15:00,2.02,6.628,0.0149,0.3396,0.36,5e-04,120.14,0.6172,0.9242,13.4,0.0211,228.95,29.586,0.005,0.015,0.5919,0.0815,23.13,0.1181,0.017,0.9227,0.057,7.95,0.005,0.06,0.7308,1.245,0.034,5e-04,6.335,0,0.005,229.5,0
"GUIL","GUIL.SS.20180227",2018-02-27 13:16:00,1.63,4.755,0.0162,0.2978,9,5e-04,90.63,1.596,1.197,4.71,0.0471,223.9,21.387,0.005,0.002,1.525,6e-04,20,0.0247,0.004,1.187,0.016,8.01,0.005,1.77,0.9479,0.881,0.0661,0.002,7.577,0,4.84,156.4,0
"GUIL","GUIL.SS.20180502",2018-05-02 12:24:00,1.751,5.1372,0.0164,0.2874,8.4393,5e-04,91.28,1.362,0.6931,1.7756,0.0168,183.6,21.472,0.005,5e-04,1.234,0.049,28.37,0.1375,0.008,0.6621,0.022,7.98,0.005,0.005,0.4441,0.9056,0.0262,5e-04,5.742,100,5.315,129.42,2
"GUIL","GUIL.SS.20180523",2018-05-23 13:09:00,0.337,32.693,0.0157,0.2617,15.2214,5e-04,19.82,2.088,1.456,97.85,0.0741,146.9,8.624,0.005,0.0286,2.622,0.0019,14.73,0.0958,0.0617,1.404,0.025,8,0.005,0.005,1.1479,0.0677,0.1105,5e-04,4.264,200,1.74,103.57,4
"GUIL","GUIL.SS.20180823",2018-08-23 12:26:00,2.22,8.049,0.0283,0.2723,12.4681,5e-04,122.36,1.499,0.3979,7.5981,0.0243,230.24,27.0889,0.14,0.0294,1.372,0.0314,23.11,0.0937,0.0501,0.4068,0.021,8.23,0.005,0.005,0.2909,5e-04,0.0338,5e-04,6.783,100,5.616,162.38,2
"GUIL","GUIL.SS.20180828",2018-08-28 12:18:00,1.92,7.737,0.0207,0.2636,11.8914,5e-04,112.41,1.512,0.4985,9.9256,0.0257,225.42,26.3351,0.005,0.0228,1.406,0,20.73,0.0702,0.0266,0.4941,0.02,8.02,0.005,0.005,0.4447,0.085,0.0383,5e-04,6.606,200,6.309,156.42,4
"GUIL","GUIL.SS.20180905",2018-09-05 12:29:00,2.09,6.892,0.0201,0.2792,9.9394,5e-04,119.52,1.362,0.3463,4.3134,0.0194,217.35,25.7392,0.005,0.0191,1.236,0.0119,21.92,0.0988,0.021,0.3072,0.019,8.15,0.005,0.005,0.2439,0.736,0.0262,5e-04,6.554,200,4.77,152.37,4
"GUIL","GUIL.SS.20180911",2018-09-11 12:35:00,1.69,7.084,0.0263,0.2735,9.8369,5e-04,97.51,2.925,0.3141,18.26,0.018,221.64,26.1387,0.005,5e-04,0.9381,0.0566,23.06,0.0035,0.002,0.2627,0.096,8.19,0.005,0.005,0.0336,0.772,0.0267,5e-04,6.637,100,4.719,156.41,2
"GUIL","GUIL.SS.20180925",2018-09-25 12:36:00,1.71,6.468,0.0213,0.2696,9.9073,5e-04,102.96,1.087,0.3652,7.73,0.0088,209.36,25.1691,0.005,0.3299,0.8997,0.0075,21.75,0.0771,0.385,0.4112,0.063,8.13,0.005,1.98,0.2975,0.635,0.0177,5e-04,6.143,0,3.981,147.56,0
"GUIL","GUIL.SS.20181030",2018-10-30 13:30:00,1.51,7.516,0.0505,0.2722,11.4018,5e-04,91.25,1.534,0.5577,17.2615,0.0121,204.5,27.4199,0.005,0.0012,1.054,0,23.38,0.1014,0.006,0.5138,0.005,8.14,0.005,3.5097,0.3974,5e-04,0.0199,5e-04,6.927,300,5.106,144.21,6
"GUIL","GUIL.SS.20181112",2018-11-12 12:05:00,1.42,5.428,0.0533,0.3087,9.03,5e-04,79.98,2.999,0.61,7.07,0.0269,171.25,20.58,0.005,0.006,3.099,0.0272,16.6,0.1133,0.056,0.6076,0.18,7.92,0.005,2.08,0,5e-04,0.0391,0.026,5.032,100,3.71,121.21,2
"GUIL","GUIL.SS.20181119",2018-11-19 12:11:00,1.98,6.361,0.0515,0.3385,10.81,5e-04,109.04,1.08,0.6393,5.19,0.0213,213.69,24.96,0.005,0.033,0.8992,0,21.71,0.1136,0.041,0.673,0.023,8.1,0.005,0.005,0.5839,0.001,0.0269,5e-04,5.903,100,4.72,153.27,2
"GUIL","GUIL.SS.20181127",2018-11-27 12:53:00,2.85,7.094,0.0533,0.2663,10.54,0.001,122.64,0.9519,0.5405,2.2,0.0128,215.27,26.092,0.005,0.004,0.7552,0.0131,23.23,0.1172,0.0449,0.5396,0.221,8.16,0.005,0.005,0.424,5e-04,0.0168,5e-04,6.293,0,4.59,151.73,0
