"siteID","sampleID","collectDate","DIC","HCO3","Si","SO4","pH","TPN","Cl","CO3","NO2_N","TPC","UV_Absorbance_280_nm","Fe","DOC","Mn","TSS","TSS_Dry.Mass","K","Ca","TP","F","TOC","TDP","TDS","Mg","ANC","NO3_NO2_N","OrthoP","NH4_N","UV_Absorbance_250_nm","TDN","conductivity","Na","TN","Br","specificConductance"
"HOPB","HOPB.SS.20170405","4/5/17 14:05",0.9246,0.41,4.11,4.56,6.66,0.0258,24.3,0,0.021,0.395,0.0928,0.041,3.469,0.01,4,100,0.476,3.013,0.001,0.005,3.291,0.001,52.2,0.799,0.01,0.036,0.024,0,0.1299,0.1969,76,13.053,0.2263,0.005,NA
"HOPB","HOPB.SS.20170411","4/11/17 13:30",1.309,1.32,5.59,5.43,6.98,0.007,28.72,0,0.004,0.2918,0.0921,0.039,2.577,0.01,4,100,0.536,3.758,0.006,0,2.522,0.002,66.5,0.986,0.03,0.038,0.018,0.031,0.1207,0.1622,96.6,15.457,0.1585,0.005,NA
"HOPB","HOPB.SS.20170417","4/17/17 13:30",1.655,27.46,2.06,4.58,6.87,0.0808,15.96,0,0.003,0.2703,0.0604,0.058,2.911,0.013,0,0,0.585,4.361,0.009,0.005,2.751,0.005,77.5,1.099,0.47,0.034,0.017,0.062,0.087,0.1434,112.6,15.982,0.1732,0.005,NA
"HOPB","HOPB.SS.20170426","4/26/17 14:15",1.553,38.954,3.9144,4.7985,7.12,0.1792,0.5065,0,0.017,1.386,0.1015,0.0798,3.736,0.0097,0,0,0.5712,4.0259,0.004,0.005,3.362,0.002,65.82,1.0022,0.742,0.016,0.018,0.044,0.1445,0.1929,92.56,12.61,0.2087,6.7595,NA
"HOPB","HOPB.SS.20180306","3/6/18 14:34",1.194,17.98,3.93,3.67,7.31,0.1018,28.53,0.005,0.0159,0.3078,0.0529,0.034,1.801,0.007,0,0,0.612,5.856,0.001,0.005,1.748,5e-04,86.4,0.922,0.41,0.05,0.015,0.0315,0.0736,0.0383,122.2,18.431,0.0433,0.005,NA
"HOPB","HOPB.SS.20180312","3/12/18 14:52",1.193,6.72,4.11,5.93,6.04,0.013,30.9,0.005,0.0169,0.2613,0.0597,0.036,1.843,0.009,0,0,0.538,5.235,0.01,0.005,1.863,0.007,93.7,1.465,0.18,0.0467,0.07,0,0.0923,0.0459,124.1,16.581,0.025,0.005,NA
"HOPB","HOPB.SS.20180319","3/19/18 14:21",1.259,7.48,4.2,2.05,5.79,0.0847,48.24,0.005,0.016,0.3424,0.0391,0.045,1.789,0.013,0,0,0.59,8.523,0.005,0.005,1.761,0.001,99.64,3.061,0.19,0.0498,0.092,0.0172,0.0575,0.0153,140.6,19.524,0.0218,0.005,NA
"HOPB","HOPB.SS.20180329","3/29/18 14:10",1.131,8.85,3.56,5.47,6.53,0.06,27.86,0.005,0.0131,0.3716,0.0632,0.05,6.26,0.008,0,0,0.366,6.721,0.035,0.005,6.886,0,85.36,2.852,0.16,0.0487,0.063,0,0.0949,1.134,119.2,10.895,1.342,0.005,NA
"HOPB","HOPB.SS.20190306","3/6/19 14:52",1.474,9.75,4.9681,5.895,6.82,0.0121,20.21,0.005,0.0397,0.3311,0.0058,0.0296,1.177,0.013,4,200,0.58,4.1685,0.131,0.005,1.269,5e-04,61.34,1.027,0.25,0.0409,0.036,0.0939,0.009,0.1346,86.94,12.65,0.1561,0.005,NA
"HOPB","HOPB.SS.20190306.2","3/6/19 14:52",NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,200,NA,NA,0.138,NA,1.155,NA,NA,NA,0.24,NA,NA,NA,NA,NA,85.47,NA,0.1757,NA,NA
"HOPB","HOPB.SS.20190312","3/12/19 14:12",1.458,9.97,4.6643,5.502,7.63,0.0674,25.2199,0.005,0.0397,0.2858,0.0287,0.034,1.398,0.017,2,100,0.526,4.6532,0.158,0.005,1.603,0.008,69.51,1.139,0.18,0.0363,0,0.0949,0.0411,0.2209,100.89,15.61,0.2325,0.34,NA
"HOPB","HOPB.SS.20190321","3/21/19 14:35",1.322,6.42,4.0975,5.07,6.64,0.0928,20.8198,0.005,0,0.3173,0.0306,0.0373,1.515,0.012,2,100,0.448,3.6229,0.016,0.005,1.549,0.0225,58.94,0.891,0.18,0.024,0.035,0.2056,0.0473,0.164,82.42,12.63,0.1791,0.83,NA
"HOPB","HOPB.SS.20190328","3/28/19 13:54",1.275,11.08,4.403,5.58,6.18,0.0322,20.2429,0.005,0,0.3383,0.0364,0.0377,1.347,0.007,0,0,0.375,3.6944,0.038,0.005,1.437,5e-04,62.81,0.961,0.25,0,0.039,0.0228,0.0513,0.1089,87.41,13.55,0.146,0.005,NA
"LEWI","LEWI.SS.20170111","1/11/17 14:30",68.85,390.52,5.5493,21,8.02,0.0886,27.14,0.005,0.013,0.2855,0.0282,0,0.7354,0.006,0,0,3.38,101.02,0.004,5e-04,0.8159,0.001,527.43,21.96,7.26,2.687,0.032,0.011,0.0332,2.73,755.9,13.18,2.736,0,NA
"LEWI","LEWI.SS.20170125","1/25/17 15:16",69.07,361.62,5.7414,20.5958,8.02,0.0297,21.9948,0.005,0.016,0.5132,0.0241,0.0542,1.514,0.008,32,800,4.0692,97.2485,0.007,0.0877,1.806,0.002,493.81,18.8445,5.997,2.748,0.027,0.095,0.0393,2.936,707.1,11.3505,2.91,5e-04,NA
"LEWI","LEWI.SS.20171205","12/5/17 15:52",72.98,229.85,0.25,22.03,7.92,0.0728,25.7,0.005,0.0067,0.3627,0.0199,5e-04,0.9565,5e-04,4,200,3.146,58.242,0.025,0.005,0.8439,0.019,365.5,19.963,3.954,2.4722,0.01,0.1182,0.0247,2.611,725.8,10.461,2.669,0.005,NA
"LEWI","LEWI.SS.20171213","12/13/17 16:44",64.76,277.13,0.205,17.54,7.96,0.0909,27.13,0.005,0.0177,0.3687,0.0148,5e-04,1.032,5e-04,2,100,3.151,74.973,0.021,0.49,1.038,0.019,410.1,19.149,4.654,2.0742,0.01,0.1973,0.0255,1.966,659.2,9.524,2.034,0.005,NA
"LEWI","LEWI.SS.20190109","1/9/19 14:57",70.19,163.56,8.13,24.7,7.73,0.1018,10.73,0.005,0.0557,0.4941,0.0177,5e-04,1.676,5e-04,16,800,3.628,26.215,0.1772,2.5,1.132,0.009,257.41,22.65,2.95,3.9019,0,0,0.0265,3.282,366.52,8.387,3.332,0.03,NA
"LEWI","LEWI.SS.20190123","1/23/19 13:38",71.15,182.22,8.74,26.53,7.76,0.1301,9.92,0.005,0.0621,0.6486,0.0116,5e-04,1.124,5e-04,20,1000,4.05,26.434,0,1.59,1.053,0.004,273.89,25,3.28,4.026,0.07,0.079,0.0197,3.809,390.55,8.958,3.651,0.005,NA
"POSE","POSE.SS.20170214","2/14/17 13:31",10.37,46.98,10.2185,5.1628,7.56,0.1221,2.2886,0.005,0.014,0.3894,0.0423,0.0189,1.246,8e-04,0,0,0.2597,10.1385,0.001,0.174,1.203,5e-04,71.85,3.952,0.785,0.484,0.034,0.046,0.0539,0.4933,101.1,3.1759,0.4786,5e-04,NA
"POSE","POSE.SS.20170228","2/28/17 16:37",11.46,48.67,10.474,4.3463,7.67,0.0819,2.6883,0.005,0.014,0.5295,0.0422,0.0151,1.119,0.0017,4,4000,0.3072,10.3485,0.0194,0.005,1.328,0.016,75.69,3.9896,1.128,0.394,0.034,0.156,0.0556,0.467,106.3,3.3,0.4791,0.005,NA
"POSE","POSE.SS.20180109","1/9/18 14:45",12.31,38.95,0.36,6.87,7.39,0.1018,13.3,0.005,0.0129,0.4377,0.0457,0.002,1.556,5e-04,12,600,0.534,13.368,0.032,0.005,1.399,0.029,93.5,4.566,0.73,0.4294,0.062,0.1127,0.0612,0.5157,132.69,3.789,0.5678,0.005,NA
"POSE","POSE.SS.20180123","1/23/18 13:55",7.075,18.98,0.31,7.31,7.49,0.1068,8.45,0.005,0.0152,0.4241,0.1074,0.125,2.989,5e-04,4,200,0.44,9.367,0.005,0.005,2.83,0.004,85.6,2.701,0.35,0.5809,0.071,0.0821,0.1499,0.7995,81.23,2.653,0.8135,0.005,NA
"POSE","POSE.SS.20181204","12/4/18 14:25",9.49,52.39,10.58,6.2,7.62,0.1658,2.48,0.005,0.0534,0.3951,0.0182,5e-04,1.085,5e-04,4,200,5e-04,10.206,0.047,0.005,1.079,0.014,74.99,5.016,0.93,0.8397,1.147,0.0429,0.0299,0.7726,105.69,2.641,0.7483,0.005,NA
"POSE","POSE.SS.20181204.2","12/4/18 14:25",NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,200,NA,NA,0.052,NA,1.349,NA,NA,NA,0.92,NA,NA,NA,NA,NA,104.99,NA,0.6135,NA,NA
"POSE","POSE.SS.20181211","12/11/18 13:55",9.758,39.67,10.5,5.79,7.67,0.0915,6.83,0.005,0.0529,0.3038,0.0136,5e-04,1.104,5e-04,2,100,5e-04,10.421,0.073,2.42,0.9147,0.019,76.65,5.189,0.89,0.9347,0.166,0.027,0.0196,0.8781,108.11,2.685,0.8357,0.005,NA
"POSE","POSE.SS.20191008","10/9/19 0:53",18.03,91.56,16.64,3.171,7.78,0.0601,1.49,0.005,0,0.5295,0.0209,0.002,2.657,5e-04,40,2000,0.878,18,0.147,0.005,2.516,0.026,114.41,6.225,1.62,0.0763,0.048,0.0427,0,0.1782,NA,4.24,0.143,0.005,163.41
"POSE","POSE.SS.20191015","10/15/19 12:30",17.93,85.69,16.87,2.5147,7.91,0.2254,0.005,0.005,0,2.5981,0.0432,5e-04,1.912,5e-04,26,1300,0.601,16.51,0.121,0.005,1.959,0.015,106.85,5.852,1.15,0.1601,0.05,0.0542,0.0626,0.2183,NA,3.98,0.1879,0.005,151.28
"FLNT","FLNT.C0.20180116","1/16/18 16:30",8.267,22.54,0.22,6.91,7.4,0.1022,12.07,0.005,0.0137,0.3143,0.108,0.303,2.743,5e-04,0,0,1.554,13.233,0.007,0.005,2.595,0.005,74.1,0.698,0.43,0.5524,0.045,0.09,0.1482,0.6666,105.01,4.475,0.6895,0.005,NA
"FLNT","FLNT.C0.20180123","1/23/18 16:30",13.75,52.15,0.21,4.73,7.74,0.096,11.15,0.005,0.0167,0.3846,0.0894,0.26,1.925,5e-04,0,0,1.31,23.453,0.029,0.005,2.184,0.021,35.7,0.596,0.91,0.9221,0.076,0.123,0.1248,1.113,142.15,4.129,1.197,0.005,NA
"FLNT","FLNT.C0.20180130","1/30/18 15:20",7.184,29.41,0.21,7.54,7.53,0.1051,3.43,0.005,0.0181,0.3562,0.111,0.199,2.644,5e-04,6,300,1.546,11.029,0.033,0.005,2.857,0.021,86.2,0.504,0.52,0.5454,0.078,0.1089,0.153,0.688,85.41,4.943,0.7364,0.005,NA
"FLNT","FLNT.C0.20190122","1/22/19 20:16",10.83,69.59,5.7,4.96,7.41,0.0986,4.93,0.005,0.0562,0.3667,0.1488,0.221,4.387,5e-04,6,300,1.809,26.513,0.026,6.46,3.627,0.024,119.34,1.858,1.25,0.8731,0.382,0.1007,0.2037,0.9841,169.06,4.324,1.025,0.005,NA
"CUPE","CUPE.SS.20170117","1/17/17 11:50",39.29,205.47,18.364,3.81,8.4,0.0903,7.5,0.005,0.012,0.2713,0.0012,0,0.9647,0,0,0,0.17,5.84,0.004,5e-04,1.068,0.001,256.89,38.05,4.13,0.329,0.032,0,0.0087,0.4455,363.7,4.05,0.4253,1.031,NA
"CUPE","CUPE.SS.20170221","2/21/17 11:43",38.29,181.23,17.1195,3.9779,8.23,0.0872,8.5307,0.005,0.016,0.2461,0.0408,5e-04,1.053,2e-04,NA,NA,0.1598,5.5934,NA,0.005,NA,0.0065,239.15,34.0455,3.021,0.305,0.031,0.137,0.0464,0.3131,340.3,3.8569,NA,0.005,NA
"CUPE","CUPE.SS.20170301","3/1/17 11:27",36.91,174.28,16.834,3.8557,8.22,0.0225,7.266,0.005,0.017,0.3201,0.0224,5e-04,1.005,5e-04,0,0,0.2277,5.6572,0.01,0.005,0.9575,0.0075,231.31,32.6795,3.114,0.304,0.031,0.112,0.0275,0.4252,324.33,3.7973,0.3627,0.005,NA
"CUPE","CUPE.SS.20170321","3/21/17 11:29",35.18,158.465,15.9403,3.5898,8.13,0.1216,7.8203,0.005,0.011,0.2481,0.049,0.0068,1.655,5e-04,0,0,0.0448,4.6802,0.005,0.005,1.267,0.001,205.69,30.2634,2.647,0.001,0.027,0.015,0.0595,0.4947,292.36,3.6394,0.3836,0.005,NA
"CUPE","CUPE.SS.20170418","4/18/17 11:58",28.16,141.14,6.13,9.12,8.17,0.155,7.15,0,0.005,0.7695,0.0891,5e-04,1.065,5e-04,4,100,0.217,4.748,0.013,0.005,1.227,0.009,192.6,27.677,2.42,0.295,0.02,0.036,0.1139,0.3255,275.9,3.505,0.3364,0.005,NA
"CUPE","CUPE.SS.20170427","4/27/17 11:32",35,168.71,16.93,3.8383,8.16,0.1579,6.709,0,0.006,0.6751,0.0241,0.0014,1.118,0.0121,0,0,0.2349,5.4498,0.012,0,0.8909,0.01,212.43,31.332,1.958,0.297,0.02,0.014,0.0332,0.4011,307.28,3.6969,0.4035,0.005,NA
"CUPE","CUPE.SS.20170516","5/16/17 12:10",36.32,168.999,17.542,3.8556,8.26,0.0543,6.6248,0,0.008,0.3022,0.0279,9e-04,1.102,0,8,200,0.2178,5.1289,0.005,0.3085,0.7989,0.0035,215.69,31.747,2.895,0.251,0.011,0.007,0.0379,0.3209,305.42,3.5043,0.3133,0.005,NA
"CUPE","CUPE.SS.20170523","5/23/17 11:27",35.59,168.96,17.16,3.68,8.13,0.0448,6.86,0,0.007,0.2441,0.0253,5e-04,1.079,5e-04,0,0,0.103,5.211,0.009,0.005,0.8108,0.008,216.9,32.199,2.83,0.259,0.011,0.032,0.0338,0.3916,308.5,3.415,0.3403,0.005,NA
"CUPE","CUPE.SS.20170613","6/13/17 11:34",37.6,185.23,18.347,3.621,8.18,0.0282,7.3211,0,0.008,0.2687,0.0168,5e-04,0.7541,5e-04,1,100,0.108,6.0919,0.001,0.005,0.6633,5e-04,233.2,34.883,3.05,0.276,0.004,0,0.0216,0.4093,335.6,3.8354,0.4125,0.005,NA
"CUPE","CUPE.SS.20170622","6/22/17 11:19",37.61,181.42,17.58,3.4595,8.19,0.0539,6.6245,0,0,0.3359,0.0117,5e-04,1.057,5e-04,3,100,0.1216,5.4103,0.008,0.005,0.9106,0.0051,245.6,33.573,3.05,0.264,0.025,0.157,0.0117,0.3367,352.6,3.8075,0.3861,0.005,NA
"CUPE","CUPE.SS.20170622.2","6/22/17 11:19",NA,NA,NA,NA,8.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100,NA,NA,0.006,NA,0.7826,NA,NA,NA,3.21,NA,NA,NA,NA,NA,353.7,NA,0.3152,NA,NA
"CUPE","CUPE.SS.20170711","7/11/17 11:22",35.48,163.94,16.603,3.3633,8.32,0.0629,6.411,0,0.002,0.3192,0.0211,5e-04,0.7945,5e-04,0,0,0.0874,5.182,0.015,0.005,0.8151,0.0124,210.63,30.558,2.814,0.282,0.026,0.105,0.0224,0.3242,336.2,3.4997,0.3442,0.005,NA
"CUPE","CUPE.SS.20170720","7/20/17 11:23",34.64,160.21,16.271,3.4351,8.25,0.0742,6.3435,0,0.001,0.3987,0.0107,5e-04,1.079,5e-04,2,200,0.0733,4.9634,0.0513,0.005,0.8637,0.0297,202.41,29.998,2.84,0.299,0.025,0,0.0196,0.3145,332.9,3.4003,0.3414,0.005,NA
"CUPE","CUPE.SS.20170810","8/10/17 11:15",34.93,161.16,14.652,3.3054,8.26,0.01,6.7469,0,0.0099,0.3609,0.0214,5e-04,1.277,0.0011,2,100,0.1349,4.4218,0.0383,0.005,0.7437,5e-04,185.64,27.383,2.72,0.3133,0.036,0.0265,0.0292,0.3158,262.7,3.1177,0.2999,0.005,NA
"CUPE","CUPE.SS.20170815","8/15/17 11:11",33.98,155.41,14.234,3.2879,8.38,0.0421,6.5458,0,0,0.3417,0.018,5e-04,0.8047,0.0361,0,0,0.0939,4.5111,0.012,0.005,0.6555,0.0078,177.4,26.307,2.64,0.2952,0.03,0.0227,0.0252,0.321,255.4,2.9318,0.3106,0.005,NA
"CUPE","CUPE.SS.20170828.2","8/28/17 11:35",NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,300,NA,NA,0.021,NA,1.285,NA,NA,NA,2.85,NA,NA,NA,NA,NA,297.4,NA,0.3071,NA,NA
"CUPE","CUPE.SS.20170828","8/28/17 11:35",29,166.95,6.478,3.3362,8.37,0.0122,5.6293,0,0,0.2976,0.0284,0.0094,1.376,0.0021,8,400,0.2767,6.4838,0.003,0.005,1.286,0.0016,211.8,29.383,2.92,0.2779,0.029,0.0289,0.0411,0.3229,301.1,4.0615,0.3061,0.005,NA
"CUPE","CUPE.SS.20170912","9/12/17 11:25",27.56,145.25,5.9848,2.9603,8.28,0.0326,5.2566,0,0.0373,0.2679,0.0505,0.0069,1.886,6e-04,4,200,0.2172,5.3349,0.006,0.005,1.736,0.0039,184.4,26.144,2.596,0.2358,0.009,0.0962,0.0729,0.208,262.4,3.2965,0.2003,0.005,NA
"CUPE","CUPE.SS.20171107","11/7/17 11:47",41.75,153.47,0.53,4.5544,8.3,NA,7.45,0.005,0.0234,NA,0.0252,5e-04,1.106,5e-04,0,0,5e-04,6.5482,0.012,0.005,1.054,0.01,205.8,28.543,2.65,0.0107,0.009,0.1312,0.0359,0.3869,292.8,3.4794,0.3949,0.005,NA
"CUPE","CUPE.SS.20171114","11/14/17 11:31",42.54,169.34,0.52,5.02,8.17,0.0434,1.85,0.005,0.0247,0.2793,0.0179,5e-04,0.9692,5e-04,0,0,5e-04,6.8675,0.003,0.005,0.7961,0.002,207.9,29.283,2.96,0.0253,0.009,0.1044,0.0228,0.1579,298.7,3.3837,0.1524,0.005,NA
"CUPE","CUPE.SS.20171129","11/29/17 11:22",41.98,163.55,0.51,5.4016,NA,0.0487,1.73,0.005,0.014,0.28,0.0088,5e-04,0.9874,5e-04,NA,NA,5e-04,6.4891,NA,0.005,NA,0.012,219.4,28.29,2.71,0.4102,0.01,0.1016,0.0148,0.1726,NA,3.4051,NA,0.005,NA
"CUPE","CUPE.SS.20180116","1/16/18 12:00",40.27,149.15,0.48,1.83,8.26,0.0911,16.29,0.005,0.0123,0.2729,0.0252,5e-04,0.5701,5e-04,10,500,0.159,6.9,0.004,0.005,0.5915,0.003,213.7,29.271,2.86,0.37,0.062,0.0854,0.0377,0.4531,304.12,3.478,0.4396,0.005,NA
"CUPE","CUPE.SS.20180220","2/20/18 12:32",40.74,171.39,14.46,4.2,8.2,0.0976,12.93,0.005,0.0116,0.3166,0.0316,5e-04,0.6889,5e-04,0,0,0.164,6.152,0.004,0.19,0.6785,0.003,259.4,33.352,2.91,0.3597,0.046,0.1078,0.0415,0.3862,368.6,4.427,0.417,0.005,NA
"CUPE","CUPE.SS.20180228","2/28/18 11:30",32.23,121.39,13.11,3.21,7.9,0.0487,8.4,0.005,0.0152,0.3301,0.0782,5e-04,2.105,5e-04,0,0,0.168,4.032,0.004,0.005,1.767,0.003,192.7,23.022,2.11,0.867,0.006,0,0.1059,1.076,272.5,3.286,0.9105,0.005,NA
"CUPE","CUPE.SS.20180320","3/20/18 12:47",39.09,186.14,16.77,4.31,8.1,0.1579,9.98,0.005,0.018,0.2908,0.0201,5e-04,1.07,5e-04,0,0,0.246,6.725,0.006,0.005,1.008,0.002,244.63,34.678,3.25,0.3341,0.177,0,0.0291,0.3704,347.7,4.509,0.3617,0.005,NA
"CUPE","CUPE.SS.20180417","4/17/18 11:29",NA,191.25,15.5036,4.1119,7.96,0.1014,13.0316,0.005,0.0133,0.2634,0.0071,5e-04,1.098,5e-04,0,0,0.153,6.3836,0.0266,0.005,1.046,0.0225,243.6,33.4248,3.25,0.316,0.031,0,0.0099,0.4203,345.8,1.8492,0.4278,0.005,NA
"CUPE","CUPE.SS.20180425","4/25/18 11:27",25.27,NA,NA,NA,7.53,0.1113,NA,0.005,0.0134,0.2692,0.052,NA,1.675,NA,2,100,NA,NA,0.0309,NA,1.923,NA,NA,NA,1.96,0.6298,0.063,6e-04,0.0728,0.7374,244.9,NA,0.1646,NA,NA
"CUPE","CUPE.SS.20180515","5/15/18 11:23",37.79,175.42,15.1309,3.8791,8.06,0.1045,0.15,0.005,0.0157,0.2686,0.0145,5e-04,0.6445,5e-04,0,0,0.0898,5.9716,0.0455,0.005,0.6293,0.0017,205.69,31.9979,2.963,0.3753,0.037,0.0073,0.0182,0.5638,290.7,3.002,0.5461,0.005,NA
"CUPE","CUPE.SS.20180524","5/24/18 11:44",34.86,21.01,0.527,0.41,8.16,0.1089,10.26,0.005,0.0123,0.2641,0.035,0.1719,1.168,0.0234,0,0,0.4136,7.562,0.03,0.005,0.9277,0.0158,193.21,2.934,0.428,0.4778,0.037,0,0.043,0.6746,275.2,2.984,0.6553,0.005,NA
"CUPE","CUPE.SS.20180807","8/7/18 11:18",36.66,214.0001,18.2377,4.155,8.43,0.0576,8.5108,0.005,0.0188,0.2574,0.0131,5e-04,0.7985,5e-04,2,100,0.153,5.7747,0.027,0.005,0.7799,0.0145,242.19,37.76,3.69,0.3748,0.014,0.001,0.0165,0.4012,348.21,3.575,0.4048,0.005,NA
"CUPE","CUPE.SS.20180912","9/12/18 11:25",28.5,157.41,16.2591,3.471,8.36,0.0403,6.58,0.005,0.0191,0.2583,0.04,0.0031,1.732,5e-04,2,100,0.191,3.9099,0.7743,0.005,1.682,5e-04,201.67,30.3,2.69,0.5455,0.062,0.0074,0.0588,0.6078,286.15,3.058,0.5922,0.005,NA
"CUPE","CUPE.SS.20181003","10/3/18 11:36",23.47,131.28,17.7921,2.703,8.12,0.0882,7.2,0.005,0.0231,0.2585,0.0711,0.0123,2.229,5e-04,2,100,0.172,3.4203,0.0153,3.88,2.345,5e-04,184.63,27.67,2.27,0.5579,0.077,0.0082,0.0988,0.6233,262.32,2.963,0.6467,0.005,NA
"CUPE","CUPE.SS.20181023","10/23/18 11:24",39.48,210.63,18.1411,4.011,8.3,0.1058,6.6003,0.005,0.0509,0.2734,0.0238,5e-04,1.676,5e-04,0,0,0.001,5.6634,0.0906,0.005,1.397,0.0089,210.56,40.17,3.52,0.392,0,0,0.053,0.4823,298,3.471,0.4589,0.005,NA
"CUPE","CUPE.SS.20181029","10/29/18 11:31",37.91,215.22,17.6795,3.99,8.28,0.0686,0.948,0.005,0.0509,0.2642,0.0279,5e-04,1.42,0.001,0,0,0.092,5.2188,0.0416,0.005,1.012,0.0065,205.41,38.82,3.95,0.4432,0.015,0,0.035,0.5552,292.3,3.176,0.5174,0.005,NA
"CUPE","CUPE.SS.20181106","11/6/18 11:33",30.73,181.47,16.9121,2.598,8.27,0.0834,1.4373,0.005,0.0507,0.283,0.0575,0,2.174,5e-04,0,0,5e-04,4.1629,0.1446,0.0695,2.303,5e-04,217.86,33.03,3.01,0.4497,0.021,0,0.0767,0.5963,309.51,2.896,0.615,0.005,NA
"CUPE","CUPE.SS.20181113","11/13/18 11:23",35,190.4,17.65,2.88,8.28,0.1146,6.09,0.005,0.0528,0.2603,0.0406,5e-04,1.749,5e-04,6,300,5e-04,4.657,0.0596,0.005,1.457,0.004,232.18,35.85,3.25,0.4349,0.474,0.0241,0.0559,0.4283,330.28,3.119,0.4073,0.005,NA
"CUPE","CUPE.SS.20181128","11/28/18 11:19",41.09,217.01,17.53,3.48,8.39,0.1236,6.43,0.005,0.0529,0.2652,0.0184,5e-04,0.9311,5e-04,0,0,5e-04,5.475,0.054,1.83,0.7072,0.004,275.64,41.91,3.73,0.3598,0.16,0.019,0.0219,0.4716,389.64,3.315,0.4584,0.005,NA
"CUPE","CUPE.SS.20181218","12/18/18 11:28",41.43,215.69,17.2,3.46,8.36,0.12,6.07,0.005,0.0515,0.2627,0.0015,5e-04,0.8757,5e-04,2,100,5e-04,5.559,0.025,0.005,0.6427,0.001,276.17,41.66,3.65,0.3557,0,0,0.0043,0.4391,389.27,3.4,0.4251,0.005,NA
"CUPE","CUPE.SS.20181218.2","12/18/18 11:28",NA,NA,NA,NA,8.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,NA,NA,0.026,NA,0.6191,NA,NA,NA,3.81,NA,NA,NA,NA,NA,384.12,NA,0.4116,NA,NA
"CUPE","CUPE.SS.20190115","1/15/19 11:38",39.68,293.21,25.6,5.84,8.34,0.0974,6.92,0.005,0.0305,0.2786,0.0158,5e-04,0.8064,5e-04,0,0,0.248,8.611,0.023,3.76,0.916,0.007,371.99,55.64,5.21,0.3353,0.066,0.0338,0.0209,0.3418,529.42,5.552,0.3113,0.005,NA
"CUPE","CUPE.SS.20190212","2/12/19 11:25",38.91,202.67,17.6624,3.921,8.41,0.1132,5.553,0.005,0.0301,0.2793,0.0189,5e-04,1.442,5e-04,6,300,0.188,6.0704,0.01,0.453,1.454,0.0069,254.29,37.61,3.42,0.3254,0.079,0.0461,0.0236,0.4217,361.51,3.642,0.3519,0.005,NA
"CUPE","CUPE.SS.20190304","3/4/19 11:25",39.31,199.25,16.6643,3.81,8.31,0.0811,5.635,0.005,0.0391,0.3101,0.1049,5e-04,0.6173,5e-04,6,300,0.141,6.0997,0.002,1.2474,0.5653,0.0111,253.41,37.23,3.85,0.293,0.022,0.0469,0.1499,0.3591,356.28,3.391,0.3879,0.005,NA
"CUPE","CUPE.SS.20190312","3/12/19 11:31",38.73,181.15,16.29,3.774,8.28,0.0945,9.5714,0.005,0.0391,0.292,0.0114,5e-04,0.9943,5e-04,0,0,0.127,6.1305,0.015,0.005,0.7665,0.0127,233.47,34.57,3.56,0.3008,0.035,0.053,0.016,0.3801,332.01,3.428,0.3872,0.005,NA
"CUPE","CUPE.SS.20190409","4/9/19 11:48",37.87,205.19,17.5657,4.077,8.23,0.0972,1.3073,0.005,0,0.2897,0.0109,5e-04,0.9311,5e-04,0,0,0.09,6.117,0.177,0.005,0.7569,0.006,243.51,36.05,3.58,0.3156,0.031,0.0186,0.0168,0.4056,348.62,3.799,0.4034,0.005,NA
"CUPE","CUPE.SS.20190429","4/29/19 11:21",38.14,176.83,17.0434,3.57,8.24,0.1202,9.5952,0.005,0,0.3281,0.0165,5e-04,1.19,5e-04,2,100,0.111,5.4667,0.0449,0.005,1.212,0.0075,229.17,34.15,3.69,0.3711,0.033,0.0276,0.0236,0.4431,328.98,3.825,0.4019,0.005,NA
"CUPE","CUPE.SS.20190429.2","4/29/19 11:21",NA,NA,NA,NA,8.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,NA,NA,0.0358,NA,1.539,NA,NA,NA,3.58,NA,NA,NA,NA,NA,332.84,NA,0.4511,NA,NA
"CUPE","CUPE.SS.20190507","5/7/19 11:20",42.5,184.52,17.0104,4.011,8.35,0.1387,4.0563,0.005,0,0.2827,0.0139,5e-04,1.186,5e-04,4,200,0.109,5.6468,0.0782,2.824,2.316,0.0055,236.41,35.19,3.28,0.398,0.025,0,0.0199,0.4555,336.54,3.163,0.9,0.005,NA
"CUPE","CUPE.SS.20190523","5/23/19 11:08",42.62,121.69,17.0196,51.0588,8.14,0.1011,3.7666,0.005,0,0.2614,0.0228,5e-04,1.028,5e-04,4,200,0.132,5.5588,0.2321,2.4545,1.03,5e-04,230.18,34.37,2.36,0.3468,0.043,0.0547,0.0265,0.4326,328.19,3.027,0.4415,0.005,NA
"CUPE","CUPE.SS.20190903","9/3/19 11:23",33.85,1.21,2.5472,0.15,8.08,0.1135,3.65,0.005,0,0.1952,0.0194,15.052,1.464,0.527,42,2100,0.197,1.5205,0.24,0.005,1.178,0.006,9.27,0.459,0.03,0.3851,0.01,0.0027,0.0272,0.4111,NA,0.135,0.3611,0.005,13.01
